Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
China,2008,CHN,Asia,East Asia,36726252.1372673,41746.89713496691,58.25754937601411,2139581.4472827935,73.06133056141753,30.478473722128587,1.0594537231263734,-4.5992580066724855,32.20637898886605,159.62568529027868,10.305248776621388,16.59242275003586,658953.9121961785,4052409.66600542,1.686706343074728,0.0,1,0.0,31.11975416301074,4,76.47527168058367
Germany,1964,DEU,Europe,Western Europe,95816764.06560387,3336.054004596206,65.89616654911617,6313957.443064403,77.41132935372002,25.917490103279114,31.059274826910304,-34.388094283909425,29.872493661854744,180.55549634457833,7.966836693739834,15.204554422527593,503193.4006379657,445178.28938294813,2.065222293532564,0.0,0,0.0,47.90926221474487,2,90.66870912170573
Mexico,1971,MEX,North America,Central America,249915221.58905753,6840.402468737345,69.45504468126218,17357872.88199553,75.99840181926854,7.2909092626953855,31.09337647549028,-14.382687557454204,191.97919297589442,190.30682242665839,5.7770655609793415,5.172100252478935,4094238.845487781,3245749.026816782,4.319857206996321,0.0,1,0.0,87.21665695537038,3,89.58600607454116
France,1970,FRA,Europe,Western Europe,142197530.28718653,15493.509546603538,60.702540228001986,8631751.30258047,67.70049971953176,14.30325318471766,59.91297077259171,-41.916723676841144,51.429657269357506,166.32496022472546,3.826298205176437,13.810860862452603,6587173.981350736,1785960.8068015254,1.5497993883335726,1.0,0,0.0,31.22976430451785,4,53.65728886826835
China,1983,CHN,Asia,East Asia,151568854.26784787,27889.992355739174,19.410434313629285,2942017.289758111,80.77276482240916,29.875936392437612,50.05983889348734,-60.70854010833409,255.26703566570896,53.18459001934424,3.7379177081074038,36.28755686410659,6621001.930573573,2066452.734366956,3.6034527100359885,0.0,0,0.0,55.7101814590351,4,46.11665555246812
China,2017,CHN,Asia,East Asia,69550363.46648847,38262.700601960496,32.07338605217831,2230715.6575300028,62.78089643165363,19.041323411581025,4.008106582354641,14.169673574410709,297.87243351156184,87.88107778296857,7.7737445790982544,11.270116835392386,7767309.976865413,8299454.458920005,2.5241641878999204,0.0,0,,14.191543219401241,4,72.76335753327555
Australia,1977,AUS,Oceania,Australia & New Zealand,194867856.8708843,46098.97690111918,10.774394990326412,2099583.2608453003,68.77107737664599,16.387750460005613,9.426493220979207,5.414678942369193,137.94561719660038,29.52184227349437,8.930798375986795,27.166336207051373,5397757.05088629,9939760.126605859,2.793546948437674,0.0,1,1.0,34.916543453222644,5,75.96174055464328
Mexico,1967,MEX,North America,Central America,266464804.06461698,20898.36632773164,15.695838393448874,4182388.5021402463,60.80619553055234,8.63888469105888,2.0345438776434577,28.52037590074532,165.91503827169169,43.00659719804992,5.276309029043572,26.477219394644496,7933152.277836543,4386836.697490588,2.1588998623372744,1.0,1,0.0,82.44630212663317,5,63.07954853700777
Mexico,1988,MEX,North America,Central America,99524751.73768179,5738.823313949712,8.230310393157357,819119.5986030481,74.1451436026263,7.456443839966838,11.810068958787532,6.588343598619332,85.37434647273649,22.55105047725116,12.33480966576022,12.899370895143313,1803880.815460327,961857.2463187447,4.034307060346068,0.0,0,1.0,70.08176044452071,2,82.40781515004055
India,2015,IND,Asia,South Asia,186136595.99119535,11069.019396426731,46.67071425027455,8687127.883023879,67.6282813299448,12.349573265503942,12.73990637826218,7.282239026289076,200.10828249712563,127.87775704575228,10.483614977961729,32.010383081750305,6341471.191004884,7761603.40078302,0.5215387658439483,0.0,1,0.0,84.34356862118597,3,72.40391115689724
France,1981,FRA,Europe,Western Europe,100252740.2694348,14718.757699197497,39.65716374356562,3975739.3366061305,58.68450986198212,34.21015296004326,5.393231087008187,1.7121060909664294,275.3481546398563,108.6606286573698,12.908605143622188,20.375225433661594,7782901.688396228,8343808.964747529,1.3016708488488313,0.0,0,0.0,42.0338621792768,1,97.15343532836611
Australia,2015,AUS,Oceania,Australia & New Zealand,238023014.4384647,39411.83340249982,64.60583309112732,15377675.14265844,62.327398194436384,28.205558027653865,31.63337895935411,-22.166335181444367,62.428206369499506,177.0199826696889,8.656830272381022,32.90233839497,5709776.625588407,2932890.8347719605,2.112522568007488,0.0,0,0.0,80.31591735179637,2,31.16493908823862
Brazil,2004,BRA,South America,South America,143012961.36070284,34488.84422127094,35.095498991631956,5019111.241224847,61.17872307389026,16.933132055740096,58.50069098067286,-36.612546110303214,286.42361339620186,96.16166723707157,14.385531979256308,5.431574877612966,7238059.402983081,4519505.883005954,1.4347529128873036,,0,0.0,63.75078872929427,2,83.31176064345559
Indonesia,1961,IDN,Asia,Southeast Asia,102501237.64369169,10845.763508506678,46.74993585387962,4791926.284785857,86.4365087861733,7.135996308900542,48.2294597598103,-41.80196485488415,74.19332197451702,128.09482423963016,13.480232166633709,10.21360691428701,1416175.5417892442,3543767.9873959403,2.9567459769214968,0.0,0,0.0,78.66865510639724,5,96.78281863365949
India,1982,IND,Asia,South Asia,126594607.40917628,42017.902500643664,31.1038356417256,3937577.8619837966,70.87817101783341,11.593038589429572,12.202402235620626,5.326388157116398,87.12080071091921,85.22450965832815,9.907271056646117,18.144432912000863,4430199.89074926,9727040.51490748,3.6054907558681055,0.0,0,0.0,85.1414604294905,5,85.74405641830506
Australia,1975,AUS,Oceania,Australia & New Zealand,28277028.897472247,43028.21429531293,58.914707558133216,1665932.8881074595,76.10623353848631,20.745968802399354,46.979859643322946,-43.83206198420862,274.35542535445126,161.42629870928502,12.232414690344099,21.62584245785791,8513303.220442807,8456229.183280239,3.1481958590725694,1.0,0,1.0,67.83853619938614,5,77.88876320690075
Mexico,2003,MEX,North America,Central America,259969028.84340972,44180.719360453,65.21442039055577,16953729.535518643,87.38935094807415,10.362627317327703,58.93467294974058,-56.68665121514243,182.07902714575326,178.68751187012282,5.4175604535209505,24.12171047793124,3178945.140943534,2726868.986630726,2.718256056190759,0.0,1,,79.77873839928165,2,34.85160122989904
Japan,1967,JPN,Asia,East Asia,287462647.54609334,14112.70734201928,33.062562890769804,9504251.863239905,57.28871181076011,31.691014920869804,50.11386609466152,-39.09359282629143,19.1899704692939,90.59142232070927,12.799915077961893,32.60552090961553,8989567.546677552,6687404.739574551,3.6116485401660157,0.0,0,1.0,57.6237136529057,1,49.35360489062367
Germany,1963,DEU,Europe,Western Europe,143746839.74088955,7119.647123296417,10.375585830961079,1491457.6736610066,87.47575028790716,32.60222667621697,28.120605674824986,-48.19858263894912,242.8561513368536,28.429105176833357,10.130966333774426,36.6053257414103,9880107.127827086,6223284.346577667,4.496892309767153,0.0,0,0.0,43.731866070106435,1,92.16703794368594
Indonesia,1973,IDN,Asia,Southeast Asia,67179825.21536368,5645.891645523437,15.629828897029098,1050009.1734484553,71.58548839674707,9.790489229552406,16.160142751060345,2.463879622640178,196.1953160502352,42.82573117785973,4.949779576659012,16.10327285944367,1394227.713422923,4823106.1728717135,3.5931700305695506,0.0,0,1.0,21.77558183806572,2,33.79813183497809
USA,1968,USA,North America,Northern America,199732203.52759266,20304.343795264813,51.83538147976391,10353194.963646611,84.2485683701301,30.44049589874056,44.873458797817044,-59.5625230666877,225.48837574168957,142.02894525455312,6.738969748833016,36.04214295657983,1476480.9909309428,7159041.494313227,3.506178716994335,0.0,0,0.0,10.676011915088539,2,85.05376779429318
Indonesia,1970,IDN,Asia,Southeast Asia,136262062.38280168,21751.57810884391,26.142384808259965,3562215.269578326,56.71982219601677,22.92836980878149,47.1870364936408,-26.83522849843905,56.90796072286843,71.6301343746323,14.513388250763517,14.321908326056215,3748538.776306738,8282717.975475323,4.665587016965391,0.0,1,1.0,29.797850456426616,5,53.96445637997086
India,2007,IND,Asia,South Asia,76437724.1706875,43476.39489972173,56.05002321432711,4284336.214217367,60.917435168485106,38.683354042656525,17.810297379111685,-17.41108659025332,263.1504358267183,153.5770636072563,5.822657839373779,7.504878678480484,5629743.689783265,9460733.997249203,4.812631574869131,1.0,1,0.0,39.49121248881128,2,65.9090969328083
China,1997,CHN,Asia,East Asia,12491509.903554562,13753.924220616242,53.734372083360995,671223.4410405897,57.7668411830965,32.56487080070451,13.450962121333141,-3.782674105134163,237.0290893757651,147.23217950840913,8.897806868371443,25.294700123132017,7629202.2994789975,4691457.29269911,1.4309703424817188,1.0,0,0.0,35.71270194823943,2,61.81889789052016
Mexico,2003,MEX,North America,Central America,267021631.0847651,31531.16101081924,50.129608413271185,13385689.804152237,76.13687134951361,25.485438136000518,40.3263751263742,-41.948684611888325,287.652549966698,137.35512705236306,14.081174316145695,28.31471540116346,674156.2145411883,6518938.00170312,1.9779708765750508,0.0,0,,81.85709010618795,5,51.61120899709776
Germany,2010,DEU,Europe,Western Europe,239223571.26146924,39516.52913632573,57.924097489236644,13856809.463472694,55.63045610183602,26.126625821920733,53.30579670664239,-35.062878630399126,128.55031693587608,158.71202712050842,7.421018727905008,15.338685021773827,7815954.4732856145,7383607.278436686,0.5532456114592463,0.0,0,0.0,28.631250230443488,4,33.83659464344109
India,1975,IND,Asia,South Asia,248872811.23417443,13823.068273760384,54.17613156772917,13482966.165053261,81.70090205573011,11.261923237612784,1.2427456181114227,5.794429088545684,160.3230662028554,148.44260049557795,5.371499470751672,10.93518846456757,1635085.662785367,5092413.225000299,2.0972316134534523,1.0,0,1.0,68.58120441182187,3,89.21150882865751
Germany,1972,DEU,Europe,Western Europe,132512079.54848526,13723.410040471192,46.118213445236464,6111220.368689196,60.017451646567956,36.2769611022402,59.22544975894791,-55.51986250775607,213.5017236070102,126.36390483994792,9.479810921806028,8.392665466116366,850498.8942685988,8255070.767122868,3.759063091081204,0.0,0,,25.33377743626489,1,58.80986377342393
Mexico,1995,MEX,North America,Central America,226223362.1940748,33623.185486503404,5.27476855771572,1193275.8779220409,60.21901847917985,24.57367086022162,11.511062232377135,3.696248428221395,40.27292537182137,14.452865848141073,4.600784982770721,20.432849457365226,6027868.48713764,181570.13151986367,4.890050098298715,0.0,0,0.0,81.06865693142,4,32.40522188970711
Indonesia,2003,IDN,Asia,Southeast Asia,174786353.90011868,36443.74587880117,38.51901852606838,6732598.8039826155,61.24485185563887,25.093394791210653,20.96511381022171,-7.303360457071236,71.00697616125262,105.54211076142737,15.674040263795948,19.31281577119282,771608.7609816869,6972203.257962347,0.5597872255948814,0.0,0,1.0,24.484854690858747,5,80.10766366110676
Brazil,1995,BRA,South America,South America,113057813.62763442,48008.25074227311,43.691438049218064,4939658.460091831,79.8555238180006,25.139641955491857,3.1757548778505784,-8.170920651343039,93.59335785595191,119.71454025485751,11.478350676362107,14.975157761834314,730973.7368063173,1778379.6930505158,1.0188103359549925,0.0,0,1.0,87.33309903851651,5,84.21277210900226
India,1976,IND,Asia,South Asia,252979884.3485318,42572.063197554664,67.44198355768116,17061465.200657763,86.96863806438675,14.66825163284002,3.3323815965972137,-4.969271293823994,284.08351272056143,184.7910349480464,10.124836542687216,12.731241508666251,6176367.617948817,3992957.006248402,2.8638151408191783,0.0,0,1.0,39.75535678096806,2,84.95614740903183
China,1973,CHN,Asia,East Asia,299628506.86528105,41191.54449155976,47.281334000502255,14166835.509169135,86.30040056641909,33.4231708234492,16.365128035269517,-36.088699425137804,10.3941341670321,129.55085516137618,8.789109991938773,6.366826716704244,6987511.871330934,8243265.878429442,0.9902151355623139,0.0,0,0.0,77.91681256169193,3,85.11645893630022
Australia,1988,AUS,Oceania,Australia & New Zealand,269885409.8750336,34769.5540730165,42.4057940893835,11444705.118889542,54.050168840429,35.181881741976724,33.901129716274994,-23.133180298680713,298.25037032406624,116.1918758049108,10.999697565685224,29.114570623550932,9192506.375580518,8048787.240033183,0.7252634411506269,0.0,1,0.0,30.321952739717297,2,99.02264417420636
France,2017,FRA,Europe,Western Europe,233081399.5342054,6365.088360622919,40.17759982660379,9364651.19751006,60.49747613234712,15.07597017730232,54.06496740471891,-29.63841371436834,124.71943541214452,110.08662352489439,7.571468079290384,18.676791470203952,9574724.545043388,4564426.585914877,2.496527868226388,0.0,0,0.0,63.08438182940396,5,59.031520760247275
South Africa,1976,ZAF,Africa,Sub-Saharan Africa,224504883.68552068,40557.44065643283,11.71404459326159,2629860.2188971955,76.88727863693114,20.461954206763327,4.190770851878847,-1.5400036955733185,198.00409412147548,32.09648218553676,5.089536253803523,12.556198234379778,4769692.085363024,311856.7972072317,3.734872907719722,1.0,0,0.0,62.48462779455296,2,31.136580332862984
USA,1960,USA,North America,Northern America,195424404.06203958,46798.42543024553,32.79529203000635,6409000.401004548,74.7420256303113,11.27028107112011,32.75399026879846,-18.766296970229874,129.11269480573728,89.8591001622174,6.118169839952585,23.059582073303044,6438642.745305959,3769220.0465412885,2.008722701312095,1.0,1,1.0,60.8264112739332,4,79.08409155068577
Mexico,1979,MEX,North America,Central America,256231631.55503356,19840.53191637701,13.73312001236001,3518859.747108088,64.00116259622266,13.348985621172643,24.968042912622582,-2.3181911300178797,237.37353690060863,37.62874883386643,3.727114992697878,35.825930313813956,7780966.263653806,3415306.4797940026,1.4210005418726908,0.0,0,0.0,49.2159203804073,3,91.75594950019457
India,1992,IND,Asia,South Asia,148431293.09957513,16026.266940110736,8.425353788832581,1250586.1576978245,84.51373293658608,16.75939857568457,59.35588568081555,-60.62901719308621,285.6685604496868,23.085469381401275,13.837317296931632,13.135995733081426,9231344.343509201,2007272.9679374113,2.056108965520198,0.0,0,1.0,84.96156058724499,4,88.0142803739286
Indonesia,2021,IDN,Asia,Southeast Asia,55337123.5491999,26362.841294845894,26.415497489353825,1461757.6481819525,55.21865100474144,36.569628443363214,11.226387646451489,-3.014667094556131,139.8548155599139,72.37846312082948,14.943929899457414,26.464886163941234,221117.94709373522,1308487.365539366,1.086652359106849,0.0,1,1.0,47.05482380671876,4,96.82778128832526
Indonesia,2013,IDN,Asia,Southeast Asia,230646867.55649275,47844.55222322163,46.953740965244236,10829733.273692556,75.5612751234085,26.91558817121258,22.170909839665292,-24.647773134286382,62.25758771586584,128.65325024476923,6.244346934828932,37.126024522674555,2181038.928019359,3167746.010639294,2.0982199910880523,0.0,0,1.0,62.82272720948265,2,60.438567628095925
Germany,2021,DEU,Europe,Western Europe,275932405.8785897,3016.197571585244,61.341826778222234,16926197.843902558,60.923379027654846,25.578214806870275,2.0075081089685187,11.490898056506353,74.40379493797387,168.07660537232894,16.12595903103659,18.33570521047588,5243699.873943686,4111416.8991730227,2.7196427663645046,0.0,0,0.0,63.30150912922683,5,32.32725741857857
Australia,1961,AUS,Oceania,Australia & New Zealand,103064335.28721936,35589.59171579599,57.67378137086732,5944109.940488855,71.08698488206925,38.13651094452054,54.85436684528554,-64.07786267187532,87.08256251898945,158.02616095617645,10.491273129171066,38.20079470448921,2316528.523816203,7274317.531768088,0.8315473884871698,0.0,0,0.0,61.48605047724448,2,38.210524972393884
Germany,1976,DEU,Europe,Western Europe,235112006.08918354,40826.082493764596,24.154840291268734,5679092.95764403,65.49946281796738,32.69621650904732,37.34524010357848,-35.54091943059319,74.25190005119198,66.18426239807634,5.687927794359585,5.441831535423164,5168310.3244628,5676919.901190397,2.968707884817052,0.0,0,0.0,61.925812959435106,3,34.706346401806705
USA,2023,USA,North America,Northern America,82843088.22164181,39543.08375281502,7.989780193181451,661898.0654152572,89.18940397710504,5.561770122273051,35.27019667423324,-30.021370773611324,13.837284317342267,21.89199772931718,8.75725925793324,9.157614402620576,6791172.584189674,5629720.30582327,2.7913450131307047,0.0,0,0.0,29.269641045514554,2,89.17012929030402
Mexico,1982,MEX,North America,Central America,282837481.7342459,28555.33304603125,31.174081435916015,8817198.68871279,69.4676909509839,9.3517115250995,2.92383095714976,18.256766566766842,259.9565563038283,85.41698313440989,3.7173266357810024,23.65612927289323,7696109.81046149,8476045.818981942,2.349159657517684,0.0,0,0.0,16.624905888704326,1,36.8480008965883
Russia,1981,RUS,Europe,Eastern Europe,205354836.6121222,46067.868360049186,25.46065389316352,5228468.420268388,89.04373571157586,13.671381047021331,5.939976846812039,-8.655093605409235,207.47110652919872,69.76219166726806,4.412872028107307,22.451736513265544,8359188.743845581,9014635.611592684,3.2984057682149186,0.0,0,0.0,86.87299443470933,5,95.36303689009605
China,1960,CHN,Asia,East Asia,171213520.16753674,7158.926048896139,29.13219475702251,4987825.614556082,60.20083666841469,15.637219467374512,47.41646330538239,-23.254519441171595,159.56858826436732,79.82221363424169,5.5655132796230715,39.387793296237284,9945546.582122777,3993216.671483174,4.702297702028007,0.0,0,1.0,42.874642793938605,5,54.26123853249708
India,1971,IND,Asia,South Asia,234181177.21316892,12634.954538821174,41.34143115688184,9681385.015995769,80.7176372912617,34.19217826789897,32.968327049748055,-47.87814260890872,52.61127795861718,113.27552136985625,14.820784383030341,10.004311208944653,8796279.849618232,8432739.530332103,1.9649203539057318,0.0,0,1.0,52.052596192628464,3,76.69544932564156
Germany,1972,DEU,Europe,Western Europe,244156119.99670497,15694.337002697152,6.9768790093941035,1703447.708620119,78.68232500769238,31.946800903768544,11.940570011328528,-22.569695922789464,21.80766004330168,19.116648485739844,14.499473056921442,39.67572933141766,3473958.481909166,8204231.242805331,1.098278812140237,0.0,1,0.0,47.768692199403795,1,35.04990143190889
USA,1973,USA,North America,Northern America,267818599.56937876,929.5317797342232,29.10237286424885,7794156.744649017,83.90581149848404,10.090659551757462,32.98895523524718,-26.98542628548867,121.54108820715221,79.74050164804186,7.988850537236878,34.81864461086715,2904719.018049111,2256989.0977717387,3.8279985563232195,0.0,0,0.0,45.13099748277919,2,71.9560300769464
South Africa,1969,ZAF,Africa,Sub-Saharan Africa,270434740.32138175,18848.128231771843,41.31116511659835,11171974.210681,77.7442985503626,23.68764469129575,58.08693954430658,-59.518882785964934,11.54228019810924,113.1925924194795,6.09616976363515,12.797038902493828,3019458.0178628406,498126.69932394085,1.6258283776530797,0.0,1,1.0,82.34322919588405,2,55.761974270985995
USA,1971,USA,North America,Northern America,16754556.840510415,8452.661972516253,33.01310661282429,553119.9712263948,77.2943639248217,8.819073827775775,6.221977054949681,7.664585192452861,26.566668834620916,90.45591211913856,6.969039012139343,17.863089844628718,920697.7288455343,9218520.100971213,3.760464189352609,0.0,0,0.0,33.9988134427935,1,70.22799192202251
China,2016,CHN,Asia,East Asia,37749374.79582583,36368.99453181964,48.369881281853324,1825932.7773382815,76.42831029114468,11.05094483694818,58.21237808736952,-45.69163321546239,31.290955405263773,132.53347471227812,7.430671492685923,9.190776522088958,6630302.454051627,9850321.35209594,1.7470468033713016,0.0,1,0.0,22.33154616825245,4,81.24260932577423
Indonesia,1981,IDN,Asia,Southeast Asia,247992202.57797527,21040.163952806186,17.09856647470297,4240311.160987516,89.40206288305689,13.476569000272907,46.50529615700179,-49.38392804033157,246.5812432933263,46.850072140686144,9.581498262586612,36.80606108280922,105776.19754252309,5976517.07962162,1.016931650791109,0.0,0,1.0,16.042255888153694,1,58.74507401017557
Indonesia,1977,IDN,Asia,Southeast Asia,283869444.3606733,35370.742631046625,14.998827102146313,4257708.715548081,59.12391104311458,36.68532654440902,8.653863675365752,-4.463101262889353,220.5936064418825,41.0967862598809,4.548202835078188,18.496704668654345,2924924.921884593,3423884.7677448946,4.999334510173155,0.0,1,0.0,83.85745228539523,3,96.13924612991123
India,1998,IND,Asia,South Asia,92993882.58905822,15035.836852404205,25.0118375653157,2325947.885885564,51.204547394376476,17.800265211214846,48.88078631996344,-17.885598925554774,99.75434149631396,68.53243492896503,10.078625721260561,6.356903230789845,7670629.4578310205,6612778.613458817,2.8858993489715563,,1,0.0,60.1640304691636,3,97.64872312985645
South Africa,1978,ZAF,Africa,Sub-Saharan Africa,3571943.7113818885,7029.928497369305,11.612400720441372,41478.84172742707,77.1188345773567,37.053612528983706,44.64126300425241,-58.81371011059281,98.12589098381612,31.81797797400936,7.081112420216412,25.21322130766473,4691848.323864294,522130.44585052825,3.8460660219478573,0.0,0,1.0,17.774543933762548,3,84.28917535879191
USA,1989,USA,North America,Northern America,97488851.52152419,7033.456665976516,20.35702150852974,1984582.6472655304,56.89351079942239,31.275926650351742,34.43534669218959,-22.604784141963734,109.86190189186291,55.77823893337149,10.593174973599544,14.024236309436649,4129321.431087182,7517781.508987383,2.263133503108058,1.0,0,0.0,54.28896046272542,5,67.88116514874419
Indonesia,1974,IDN,Asia,Southeast Asia,115476376.65579891,10561.555745669872,10.648789743114902,1229683.6553043446,77.17535720643887,31.229209235963914,46.461606093248555,-54.866172535651344,174.00555485494877,29.177683896134834,9.597424164601088,18.452536445405798,7861251.91058943,2070269.3139742156,4.585575658752423,0.0,0,0.0,47.26904522227491,2,42.32842482975653
Germany,1998,DEU,Europe,Western Europe,228548976.0522973,6203.176784734112,31.128553983985192,7114399.139028476,62.78741643318802,33.12220528367608,8.47483606191382,-4.384457778777929,259.44184272875464,85.29223791611943,8.691362550629218,21.432992973397532,4023712.07139266,959811.9660402893,4.222241856383096,0.0,1,0.0,87.07230792294312,2,46.152511770139725
Mexico,1973,MEX,North America,Central America,15227815.025713904,11417.08015837061,51.24464470912244,780343.9706889453,51.73406869625951,8.35880220907261,43.29736575940676,-3.390236664738879,148.343831266466,140.4103265029955,4.727889908449158,7.667082092400716,4736256.714420215,9006024.448031347,4.235071292555482,0.0,1,1.0,52.58580595668265,1,31.009323089618956
Japan,1968,JPN,Asia,East Asia,64579430.59170541,29162.200061632288,23.624975246305276,1525687.4491495301,80.79071968896322,33.51159556657133,38.45576473838583,-52.758079993920376,53.05979571968624,64.73243217487646,4.5885362281775,22.122973239546624,4934997.977678037,5582906.148162816,4.091485038955435,0.0,0,1.0,87.09983189623823,4,99.90059826412657
Indonesia,1964,IDN,Asia,Southeast Asia,268296607.27219725,13188.6327407009,5.242509460577348,1406547.5018652994,52.06592699355297,13.840423925749006,17.08098106734698,17.012668013351046,55.97821767473397,14.364475921981935,6.623894327583962,15.100055695440828,5060841.355843295,4901901.177312146,3.1217522340158483,0.0,0,0.0,67.25215163875302,4,52.29959690654272
USA,1992,USA,North America,Northern America,47291302.42597878,17475.854793459584,41.20938330354092,1948845.408595834,58.96553262540092,39.437599215194524,41.42232636662329,-39.82545820721873,26.53009195880501,112.91371025170213,12.572197096217394,29.927708689652007,1015494.9763519927,6170787.002506,2.668634021540831,0.0,0,0.0,66.2968970833207,2,88.04771191096276
China,2007,CHN,Asia,East Asia,228015047.9385345,3110.332185184564,49.97620056916971,11395325.768565048,63.45634535180709,34.68711054889309,40.731055820805004,-38.87451172150517,224.70563175646953,136.93478955952503,7.503036863969123,13.958057341499453,5281224.23928859,9948339.945536366,3.4349795362900526,0.0,1,0.0,32.6686142361052,2,56.89731956968744
Mexico,1964,MEX,North America,Central America,109031814.25814368,44664.35008220499,30.435551854023558,3318443.4365919973,55.309978023240014,39.88259384165133,14.34229069877695,-9.534862563668284,125.78181618036739,83.39341208002456,6.335706525366134,38.04612577769574,3870076.033852841,1925274.4082631834,1.7356381421406875,0.0,0,0.0,18.705768423717323,3,85.40019460175887
Brazil,1983,BRA,South America,South America,199135404.26149446,7338.969107910341,24.304993585918535,4839984.723304917,86.54276643572504,37.799069546236,8.861175957518752,-33.20301193947978,276.2266244655932,66.5956824254168,12.879674861760778,30.98471123096414,8996786.44106301,2108357.7009574072,2.9242723673889945,0.0,1,0.0,55.82096470412572,5,56.070666794814684
China,1967,CHN,Asia,East Asia,23080104.487594582,17758.9588623721,36.89145696623273,851458.6814802504,74.87345963667221,17.590523342692013,21.736153458561443,-14.200136437925664,99.92045302353421,101.08259208747769,14.188894085762524,9.186523922547416,125302.12218779701,7066871.003979913,3.55833569918077,0.0,1,1.0,46.760713547928454,2,91.60969870023285
Russia,1978,RUS,Europe,Eastern Europe,86680825.58072697,19284.222891746376,11.580578211243637,1003814.0800527767,85.01583787225752,37.95914981973074,23.949697834858465,-46.92468552684673,241.5091472400892,31.730784298807567,11.681122634332576,9.895848381909495,5164168.139855875,8260696.544663461,0.9125475417775057,1.0,1,0.0,86.15335288422868,2,46.77301688705257
Indonesia,2011,IDN,Asia,Southeast Asia,128012131.51151928,38720.25031680235,46.85520429938815,5998034.574772379,77.28208251830306,16.55804907457774,49.449239696764295,-43.28937128964509,153.61268913225257,128.38325978032353,8.899994839335644,17.575634066995455,9745102.6011394,9366934.103386413,3.902499948353765,0.0,0,1.0,25.911895247248367,2,83.60035547276787
China,1971,CHN,Asia,East Asia,257306575.1972589,24435.37123867087,52.664314671022495,13550874.443111554,89.67781624014647,28.074545237691137,26.164752806295297,-43.91711428413291,256.1097951941503,144.30022219860166,5.972581190654875,5.9548796885380035,152435.1068889518,7995881.299125964,2.6294858744560803,0.0,0,1.0,24.77325766205359,2,96.84170514927511
France,1967,FRA,Europe,Western Europe,169485261.43618917,19456.336296488902,50.80099401621505,8610019.752056489,71.00611195442637,33.652754303235284,44.195725623865705,-48.85459188152737,172.76548976061713,139.19472360442924,16.101488010425157,6.714310870364658,6908921.01382384,5240962.89066705,4.777285498417056,0.0,1,0.0,23.99734101301827,3,96.2694012468281
France,1967,FRA,Europe,Western Europe,14522362.630229067,34945.79758022706,26.363351113410317,382858.1450169979,52.15052965181299,18.368940340215936,27.76194583542702,1.7185841725440696,65.7925935434437,72.23558205074427,7.001565119146294,30.15499276857324,298895.241022723,7142228.768532284,4.773097459134052,0.0,0,0.0,23.322130807516253,5,35.772784520450905
France,2014,FRA,Europe,Western Europe,240758105.4245117,30052.23015974209,59.776193188947325,14391603.021660559,56.43434577430726,12.135354005275051,4.027697705073026,27.402602515344668,242.3214300192441,163.78676933771567,8.999614459428672,16.45549362170373,8624851.488612352,5336822.256238027,4.294487599734534,0.0,1,0.0,35.01995623014637,5,65.27990399843705
Brazil,1997,BRA,South America,South America,17301925.196493287,4367.661897457187,66.54517008728817,1151359.5550381828,73.53730647874855,36.321043167284756,39.16461405702158,-49.02296370305487,11.638137328093652,182.3337660391696,10.318258122725135,12.126545265068714,1964264.3452955065,6559463.499178418,2.4100390951973014,,0,1.0,53.118231969216964,4,55.45264360596851
Mexico,1979,MEX,North America,Central America,280375602.6335783,15978.662434775404,24.309824494599074,6815881.692589738,63.909141562305734,8.61486346238178,53.723169876210704,-26.247174900898216,156.2537986069894,66.60891911520147,9.898799447130687,17.885364693168558,8251656.642442602,773631.5012327821,3.7409827959822404,1.0,1,,79.1812313786929,4,75.60630080842381
France,2017,FRA,Europe,Western Europe,64303516.36607648,48941.10236566381,22.076747173710384,1419612.4731944182,54.51571203861134,17.774140628773402,31.099138864141825,-3.388991531526557,66.78814191413608,60.49028725596646,2.7720039971767267,39.39304455457393,9166382.888322338,6457417.176547093,1.5004754605942778,,0,1.0,85.91254139763737,1,39.26124846118923
Indonesia,1988,IDN,Asia,Southeast Asia,146889917.25245938,24425.09255001933,50.766874382379825,7457141.977193773,59.52558967674595,23.92004293117182,42.12341601780259,-25.56904862572037,108.02870258052269,139.10123580772074,14.831874159086981,36.5850192074889,1361429.1572086124,3182523.8382466524,1.7996099817970448,0.0,0,0.0,77.52037076559846,3,74.67324160512712
Indonesia,2000,IDN,Asia,Southeast Asia,22612009.661126412,21497.556955645265,51.038327326228845,1154079.1505884188,68.98282921470047,33.166238373719,46.73036222406462,-48.87942981248409,128.63806752439254,139.84501687386705,14.618334707273954,13.912029054253308,982883.9011177304,5385375.16201111,3.097843074402942,0.0,0,,28.877755797092924,2,85.07625585686816
